0,1,0,20.7,10,1.25,0.75,0.75,1.85,0.001,0.9,0.8,1.85,0.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.5,0,0,1,0,0,0,0,0,0,0,10,0,1,80,1,0,0,0,0.08,487.5,507.92,290.89,0.273563976,734.6150915,0.074039384,149171.6658
1,0,0,21.2,80,1.7,0.1,1.6,1.35,0.9,0.75,1.15,0.4,1.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.5,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,20,0.06,708.35,340.08,340.08,0.186674545,468.3676372,0.323050228,149150.8101
0,0,1,20,300,1.2,0.7,0.35,0.35,1.2,0.05,1.5,1.65,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.5,0,0,0,0,1,0,0,0,0,0,13,0,1,70,0,0,1,50,0.08,413.44,343.35,217.37,0.36451824,433.7740111,0.231021689,148290.129
0,1,0,23.6,60,0.05,0.15,1.6,0.3,0.2,0.55,1.4,1.25,1.85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,6,0,1,70,0,0,1,10,0.06,257.13,363.96,174.44,0.407544835,456.490542,0.184522831,148208.4739
0,1,0,23.4,90,1.65,1.15,0.1,0.6,1.95,1.6,1.5,1.85,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.5,0,0,0,0,0,0,1,0,0,0,3,0,1,10,1,0,0,0,0.07,551.9,426.21,316.08,0.040404148,669.0671957,0.172973744,148148.7453
0,1,0,21,330,0.35,1,0.9,0.45,1.35,1.7,0.7,1.25,1.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,10,1,0,100,0,1,0,10,0.03,374.27,420.79,220.02,0.406299389,568.0935208,0.177987443,148026.1699
0,1,0,20.6,130,1.15,0.7,1.1,0.95,1.2,0.7,1.95,0.85,0.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,30,0.08,998.49,451.58,451.58,0.156877539,717.6278146,0.046880137,147940.6939
0,0,1,20.6,180,0.95,0.1,0.1,0.6,0.8,1.75,0.75,1.25,1.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,8,1,0,10,1,0,0,10,0.13,749.17,475.62,366.5,0.085889426,798.9565832,0.477492009,147417.8622
0,0,1,24,90,0.6,0.6,1.05,1.75,0.35,0.45,1.75,0.3,0.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,7,1,0,40,0,1,0,40,0.1,404.63,368.07,223.82,0.295010412,484.988285,0.422297945,147174.7093
0,0,1,23,80,1.6,0.8,1.15,1.5,0.6,1.35,1.7,1.35,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,0,1,0,0,0,28,1,0,90,0,0,1,0,0.12,421.3,457.66,265.69,0.282321957,643.4368226,0.084503425,147167.031
0,0,1,20.6,190,1.25,1,1.4,1.8,0.001,1.95,1.95,0.45,0.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,3,1,0,80,0,0,1,10,0.07,382.31,405.11,225.81,0.338477273,516.1616627,0.392722603,146682.2366
0,0,1,22.7,280,1.65,1.1,1.45,0.25,1.55,1.65,1.6,1.05,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,14,0,1,30,0,1,0,0,0.1,500.51,428.55,296.06,0.100634745,642.5732922,0.32347774,146507.4127
1,0,0,20.2,80,0.35,1.1,0.5,1.65,0.001,1.4,0.45,0.3,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,10,0,1,100,0,0,1,0,0.09,201.65,334.96,180.1,0.47831965,306.2423967,0.357667237,146501.2198
